,userid,newsid,nickname,name,sex,head_url,region,autograph,integral,is_big_v,is_first_login,creator_id,news_title,news_subtitle,updated_year,updated_month,updated_day,updated_timestamp,label
51,202,2514,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,1000.0,1
52,202,2514,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,1000.0,1
53,202,2514,1,0,1,1,120,1,168,1,0,241,1,1,2019,7,13,1000.0,1
54,1822,2514,1,1,0,1,1890,1,4401,1,0,241,1,1,2019,7,13,1000.0,1
55,233,2514,1,0,1,1,1906,1,2424,1,0,241,1,1,2019,7,13,1000.0,1
56,10355,2514,1,1,1,1,1889,0,782,1,0,241,1,1,2019,7,13,1000.0,1
57,127180,2514,1,0,1,1,113,0,0,1,0,241,1,1,2019,7,13,1000.0,1
58,127180,2514,1,0,1,1,113,0,0,1,0,241,1,1,2019,7,13,1000.0,1
59,56407,2514,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,1000.0,1
60,56407,2514,1,0,2,0,113,1,0,1,0,241,1,1,2019,7,13,1000.0,1
61,684,2514,1,1,0,1,3,1,4787,1,0,241,1,1,2019,7,13,1000.0,1
62,354,2514,1,0,1,0,1891,0,11627,1,0,241,1,1,2019,7,13,1000.0,1
63,280,2514,1,0,1,0,1891,0,5699,1,0,241,1,1,2019,7,13,1000.0,1
64,1499,2514,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,1000.0,1
65,1499,2514,1,1,1,1,2992,1,320,0,0,241,1,1,2019,7,13,1000.0,1
66,330,2514,1,0,1,1,1906,1,5426,1,0,241,1,1,2019,7,13,1000.0,1
67,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1
68,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1
69,278,2514,1,0,2,1,1906,0,526,1,0,241,1,1,2019,7,13,1000.0,1
70,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1
71,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1
72,26129,2514,1,0,1,0,1891,1,0,1,0,241,1,1,2019,7,13,1000.0,1
73,250,2514,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,1000.0,1
74,250,2514,1,0,0,1,3,1,6415,1,0,241,1,1,2019,7,13,1000.0,1
75,54103,2514,1,0,1,1,375,0,0,0,0,241,1,1,2019,7,13,1000.0,1
76,171121,2514,1,0,1,0,90,0,0,0,0,241,1,1,2019,7,13,1000.0,1
77,206,2514,1,0,1,1,1899,1,410,1,0,241,1,1,2019,7,13,1000.0,1
78,636,2514,1,0,1,1,5,0,68,1,0,241,1,1,2019,7,13,1000.0,1
79,306,2480,1,0,1,1,2732,1,414,0,0,26005,1,1,2019,7,13,999.0,1
80,3165,2480,1,1,1,1,3,0,62,0,0,26005,1,1,2019,7,13,999.0,1
81,170954,2480,1,0,2,1,113,0,0,0,0,26005,1,1,2019,7,13,999.0,1
82,226,2480,1,0,1,1,1906,1,3546,1,0,26005,1,1,2019,7,13,999.0,1
83,341,2480,1,0,1,1,1891,1,11985,1,0,26005,1,1,2019,7,13,999.0,1
84,170873,2480,1,0,1,1,113,1,0,1,0,26005,1,1,2019,7,13,999.0,1
85,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
86,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
87,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
88,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
89,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
90,26005,2480,1,0,1,1,2352,1,0,1,0,26005,1,1,2019,7,13,999.0,1
91,336,2480,1,0,1,1,1891,1,21454,1,0,26005,1,1,2019,7,13,999.0,1
92,18,2480,1,0,2,1,2494,1,362,1,0,26005,1,1,2019,7,13,999.0,1
93,54103,2480,1,0,1,1,375,0,0,0,0,26005,1,1,2019,7,13,999.0,1
94,4680,2480,1,1,1,1,400,0,100,1,0,26005,1,1,2019,7,13,999.0,1
95,359,2480,1,0,2,1,2524,1,582,1,0,26005,1,1,2019,7,13,999.0,1
96,691,2480,1,1,1,1,1917,0,5917,1,0,26005,1,1,2019,7,13,999.0,1
97,306,2494,1,0,1,1,2732,1,414,0,0,2,1,1,2019,7,13,1000.0,1
98,55158,2494,1,0,1,1,1902,0,0,1,0,2,1,1,2019,7,13,1000.0,1
99,171124,2494,1,0,2,1,146,1,0,0,0,2,1,1,2019,7,13,1000.0,1
100,53873,2494,1,0,1,1,3,0,0,1,0,2,1,1,2019,7,13,1000.0,1
101,53873,2494,1,0,1,1,3,0,0,1,0,2,1,1,2019,7,13,1000.0,1
102,415,2494,1,0,1,1,1891,1,0,1,0,2,1,1,2019,7,13,1000.0,1
103,616,2494,1,0,2,1,1889,1,904,1,0,2,1,1,2019,7,13,1000.0,1
104,213,2494,1,0,1,1,1897,1,3899,1,0,2,1,1,2019,7,13,1000.0,1
105,202,2494,1,0,1,1,120,1,168,1,0,2,1,1,2019,7,13,1000.0,1
106,202,2494,1,0,1,1,120,1,168,1,0,2,1,1,2019,7,13,1000.0,1
107,233,2494,1,0,1,1,1906,1,2424,1,0,2,1,1,2019,7,13,1000.0,1
108,656,2494,0,1,0,0,3,0,7743,1,0,2,1,1,2019,7,13,1000.0,1
109,561,2494,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1
110,561,2494,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1
111,3043,2494,1,1,1,1,1326,0,6321,1,0,2,1,1,2019,7,13,1000.0,1
112,26147,2494,1,0,1,1,1891,0,0,1,0,2,1,1,2019,7,13,1000.0,1
113,3040,2494,1,1,1,1,270,0,6265,1,0,2,1,1,2019,7,13,1000.0,1
114,26204,2494,1,0,1,1,112,1,0,1,0,2,1,1,2019,7,13,1000.0,1
115,26204,2494,1,0,1,1,112,1,0,1,0,2,1,1,2019,7,13,1000.0,1
116,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1
117,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1
118,171081,2494,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1
119,1059,2494,1,1,1,1,1816,0,1002,0,0,2,1,1,2019,7,13,1000.0,1
120,336,2494,1,0,1,1,1891,1,21454,1,0,2,1,1,2019,7,13,1000.0,1
121,18,2494,1,0,2,1,2494,1,362,1,0,2,1,1,2019,7,13,1000.0,1
122,250,2494,1,0,0,1,3,1,6415,1,0,2,1,1,2019,7,13,1000.0,1
123,57081,2494,1,0,2,1,2985,0,0,0,0,2,1,1,2019,7,13,1000.0,1
124,328,2494,1,0,1,1,1906,1,530,0,0,2,1,1,2019,7,13,1000.0,1
125,170931,2494,1,0,2,0,142,1,0,0,0,2,1,1,2019,7,13,1000.0,1
126,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1
127,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1
128,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1
129,23770,2494,1,1,1,1,1839,0,62,0,0,2,1,1,2019,7,13,1000.0,1
130,15316,2494,1,1,2,1,2763,1,286,1,0,2,1,1,2019,7,13,1000.0,1
131,125439,2494,1,0,2,0,252,0,0,0,0,2,1,1,2019,7,13,1000.0,1
132,55165,2494,0,0,1,0,1891,0,0,0,0,2,1,1,2019,7,13,1000.0,1
133,143314,2494,1,0,0,1,3,0,0,0,0,2,1,1,2019,7,13,1000.0,1
134,70192,2494,1,0,1,1,2088,1,0,0,0,2,1,1,2019,7,13,1000.0,1
135,82440,2494,1,0,2,1,2093,1,0,0,0,2,1,1,2019,7,13,1000.0,1
136,4051,2494,1,1,1,1,2385,1,3206,1,0,2,1,1,2019,7,13,1000.0,1
137,262,2494,1,0,0,1,3,0,10320,1,0,2,1,1,2019,7,13,1000.0,1
138,662,2494,0,1,0,1,3,0,13593,1,0,2,1,1,2019,7,13,1000.0,1
139,54190,2494,1,0,1,0,1891,1,0,0,0,2,1,1,2019,7,13,1000.0,1
140,109057,2494,1,0,1,1,185,1,0,1,0,2,1,1,2019,7,13,1000.0,1
141,234,2494,1,0,1,1,1906,0,350,0,0,2,1,1,2019,7,13,1000.0,1
142,53201,2494,1,1,1,1,2660,1,100,0,0,2,1,1,2019,7,13,1000.0,1
143,53201,2494,1,1,1,1,2660,1,100,0,0,2,1,1,2019,7,13,1000.0,1
144,171012,2494,1,1,1,1,256,1,0,0,0,2,1,1,2019,7,13,1000.0,1
145,171012,2494,1,1,1,1,256,1,0,0,0,2,1,1,2019,7,13,1000.0,1
146,3768,2494,1,1,1,0,2268,0,5315,1,0,2,1,1,2019,7,13,1000.0,1
147,26007,2494,1,0,1,0,1891,0,0,1,0,2,1,1,2019,7,13,1000.0,1
148,896,2494,1,1,2,1,1890,0,7173,1,0,2,1,1,2019,7,13,1000.0,1
149,3495,2494,1,1,0,1,1890,0,5333,1,0,2,1,1,2019,7,13,1000.0,1
150,221,2494,1,0,1,1,1889,1,382,1,0,2,1,1,2019,7,13,1000.0,1
151,55223,2494,1,0,2,0,1897,0,0,0,0,2,1,1,2019,7,13,1000.0,1
152,201,2494,1,0,1,1,1891,1,142,0,0,2,1,1,2019,7,13,1000.0,1
153,608,2494,1,0,1,0,1889,0,10251,1,0,2,1,1,2019,7,13,1000.0,1
154,306,2204,1,0,1,1,2732,1,414,0,0,2,1,1,2019,7,13,1000.0,1
155,561,2204,1,0,1,1,1889,0,6733,1,0,2,1,1,2019,7,13,1000.0,1
156,171081,2204,1,0,2,0,5,0,0,0,0,2,1,1,2019,7,13,1000.0,1
157,125439,2204,1,0,2,0,252,0,0,0,0,2,1,1,2019,7,13,1000.0,1
158,3495,2204,1,1,0,1,1890,0,5333,1,0,2,1,1,2019,7,13,1000.0,1
159,541,2204,1,0,1,1,1889,0,16263,1,0,2,1,1,2019,7,13,1000.0,1
160,306,2264,1,0,1,1,2732,1,414,0,0,13,1,1,2019,7,13,1000.0,1
161,3165,2264,1,1,1,1,3,0,62,0,0,13,1,1,2019,7,13,1000.0,1
162,1822,2264,1,1,0,1,1890,1,4401,1,0,13,1,1,2019,7,13,1000.0,1
163,314,2264,1,0,1,0,1891,0,5433,1,0,13,1,1,2019,7,13,1000.0,1
164,1039,2264,1,1,1,1,1780,0,232,1,0,13,1,1,2019,7,13,1000.0,1
165,1059,2264,1,1,1,1,1816,0,1002,0,0,13,1,1,2019,7,13,1000.0,1
166,3486,2264,1,1,0,0,1890,0,7315,1,0,13,1,1,2019,7,13,1000.0,1
167,13,2264,1,0,0,0,3,1,1168,1,0,13,1,1,2019,7,13,1000.0,1
168,13,2264,1,0,0,0,3,1,1168,1,0,13,1,1,2019,7,13,1000.0,1
169,125439,2264,1,0,2,0,252,0,0,0,0,13,1,1,2019,7,13,1000.0,1
170,53929,2264,1,0,1,1,3,0,0,0,0,13,1,1,2019,7,13,1000.0,1
171,170818,2264,1,0,1,0,270,0,0,0,0,13,1,1,2019,7,13,1000.0,1
172,262,2264,1,0,0,1,3,0,10320,1,0,13,1,1,2019,7,13,1000.0,1
173,492,2264,1,0,1,1,3,0,5343,1,0,13,1,1,2019,7,13,1000.0,1
174,602,2264,1,0,0,1,3,0,5759,1,0,13,1,1,2019,7,13,1000.0,1
175,129528,2264,1,0,1,1,205,1,0,0,0,13,1,1,2019,7,13,1000.0,1
176,4747,2264,1,1,1,1,2494,1,86,0,0,13,1,1,2019,7,13,1000.0,1
177,3495,2264,1,1,0,1,1890,0,5333,1,0,13,1,1,2019,7,13,1000.0,1
178,3495,2264,1,1,0,1,1890,0,5333,1,0,13,1,1,2019,7,13,1000.0,1
179,201,2264,1,0,1,1,1891,1,142,0,0,13,1,1,2019,7,13,1000.0,1
180,170988,2264,1,0,1,1,113,1,0,0,0,13,1,1,2019,7,13,1000.0,1
181,306,1915,1,0,1,1,2732,1,414,0,0,18,1,1,2019,7,14,1000.0,1
182,3165,1915,1,1,1,1,3,0,62,0,0,18,1,1,2019,7,14,1000.0,1
183,24004,1915,1,1,1,1,1583,1,0,0,0,18,1,1,2019,7,14,1000.0,1
184,55158,1915,1,0,1,1,1902,0,0,1,0,18,1,1,2019,7,14,1000.0,1
185,171124,1915,1,0,2,1,146,1,0,0,0,18,1,1,2019,7,14,1000.0,1
186,171124,1915,1,0,2,1,146,1,0,0,0,18,1,1,2019,7,14,1000.0,1
187,53873,1915,1,0,1,1,3,0,0,1,0,18,1,1,2019,7,14,1000.0,1
188,53873,1915,1,0,1,1,3,0,0,1,0,18,1,1,2019,7,14,1000.0,1
189,56240,1915,1,0,1,0,1893,1,0,1,0,18,1,1,2019,7,14,1000.0,1
190,3136,1915,1,1,0,1,1890,1,4907,1,0,18,1,1,2019,7,14,1000.0,1
191,3136,1915,1,1,0,1,1890,1,4907,1,0,18,1,1,2019,7,14,1000.0,1
192,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1
193,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1
194,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1
195,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1
196,415,1915,1,0,1,1,1891,1,0,1,0,18,1,1,2019,7,14,1000.0,1
197,103224,1915,1,0,1,0,1892,1,0,0,0,18,1,1,2019,7,14,1000.0,1
198,616,1915,1,0,2,1,1889,1,904,1,0,18,1,1,2019,7,14,1000.0,1
199,171017,1915,1,0,2,0,113,0,0,0,0,18,1,1,2019,7,14,1000.0,1
200,213,1915,1,0,1,1,1897,1,3899,1,0,18,1,1,2019,7,14,1000.0,1
201,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1
202,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1
203,202,1915,1,0,1,1,120,1,168,1,0,18,1,1,2019,7,14,1000.0,1
204,3501,1915,1,1,0,0,1976,0,6365,1,0,18,1,1,2019,7,14,1000.0,1
205,3501,1915,1,1,0,0,1976,0,6365,1,0,18,1,1,2019,7,14,1000.0,1
206,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1
207,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1
208,10355,1915,1,1,1,1,1889,0,782,1,0,18,1,1,2019,7,14,1000.0,1
209,561,1915,1,0,1,1,1889,0,6733,1,0,18,1,1,2019,7,14,1000.0,1
210,561,1915,1,0,1,1,1889,0,6733,1,0,18,1,1,2019,7,14,1000.0,1
211,127180,1915,1,0,1,1,113,0,0,1,0,18,1,1,2019,7,14,1000.0,1
212,127180,1915,1,0,1,1,113,0,0,1,0,18,1,1,2019,7,14,1000.0,1
213,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1
214,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1
215,26126,1915,1,0,2,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1
216,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1
217,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1
218,170873,1915,1,0,1,1,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1
219,56407,1915,1,0,2,0,113,1,0,1,0,18,1,1,2019,7,14,1000.0,1
220,129660,1915,1,0,1,1,207,1,0,0,0,18,1,1,2019,7,14,1000.0,1
221,3043,1915,1,1,1,1,1326,0,6321,1,0,18,1,1,2019,7,14,1000.0,1
222,3040,1915,1,1,1,1,270,0,6265,1,0,18,1,1,2019,7,14,1000.0,1
223,487,1915,1,0,1,1,1891,0,6839,1,0,18,1,1,2019,7,14,1000.0,1
224,53992,1915,1,0,1,1,1902,0,0,1,0,18,1,1,2019,7,14,1000.0,1
225,26204,1915,1,0,1,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1
226,26204,1915,1,0,1,1,112,1,0,1,0,18,1,1,2019,7,14,1000.0,1
227,171081,1915,1,0,2,0,5,0,0,0,0,18,1,1,2019,7,14,1000.0,1
228,14744,1915,1,1,1,1,1891,1,200,1,0,18,1,1,2019,7,14,1000.0,1
229,171125,1915,1,0,2,1,6,1,0,0,0,18,1,1,2019,7,14,1000.0,1
230,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1
231,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1
232,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1
233,599,1915,1,0,1,1,128,0,11475,1,0,18,1,1,2019,7,14,1000.0,1
234,1059,1915,1,1,1,1,1816,0,1002,0,0,18,1,1,2019,7,14,1000.0,1
235,143057,1915,1,0,1,1,14,0,0,0,0,18,1,1,2019,7,14,1000.0,1
236,74582,1915,1,0,1,1,2085,1,0,0,0,18,1,1,2019,7,14,1000.0,1
237,336,1915,1,0,1,1,1891,1,21454,1,0,18,1,1,2019,7,14,1000.0,1
238,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
239,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
240,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
241,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
242,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
243,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
244,18,1915,1,0,2,1,2494,1,362,1,0,18,1,1,2019,7,14,1000.0,1
245,3653,1915,1,1,1,1,2495,1,232,0,0,18,1,1,2019,7,14,1000.0,1
246,3653,1915,1,1,1,1,2495,1,232,0,0,18,1,1,2019,7,14,1000.0,1
247,26035,1915,1,0,1,1,2084,1,0,1,0,18,1,1,2019,7,14,1000.0,1
248,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1
249,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1
250,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1
251,57081,1915,1,0,2,1,2985,0,0,0,0,18,1,1,2019,7,14,1000.0,1
252,13,1915,1,0,0,0,3,1,1168,1,0,18,1,1,2019,7,14,1000.0,1
253,13,1915,1,0,0,0,3,1,1168,1,0,18,1,1,2019,7,14,1000.0,1
254,427,1915,1,0,2,1,1906,1,4717,1,0,18,1,1,2019,7,14,1000.0,1
255,4680,1915,1,1,1,1,400,0,100,1,0,18,1,1,2019,7,14,1000.0,1
256,125439,1915,1,0,2,0,252,0,0,0,0,18,1,1,2019,7,14,1000.0,1
257,125439,1915,1,0,2,0,252,0,0,0,0,18,1,1,2019,7,14,1000.0,1
258,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1
259,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1
260,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1
261,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1
262,49291,1915,1,1,1,1,2084,1,100,0,0,18,1,1,2019,7,14,1000.0,1
263,70192,1915,1,0,1,1,2088,1,0,0,0,18,1,1,2019,7,14,1000.0,1
264,228,1915,1,0,0,1,1975,1,10,1,0,18,1,1,2019,7,14,1000.0,1
265,170818,1915,1,0,1,0,270,0,0,0,0,18,1,1,2019,7,14,1000.0,1
266,171127,1915,0,0,1,0,400,0,0,0,0,18,1,1,2019,7,14,1000.0,1
267,262,1915,1,0,0,1,3,0,10320,1,0,18,1,1,2019,7,14,1000.0,1
268,378,1915,1,0,1,0,1906,0,5595,1,0,18,1,1,2019,7,14,1000.0,1
269,30332,1915,1,1,1,1,2305,1,0,0,0,18,1,1,2019,7,14,1000.0,1
270,662,1915,0,1,0,1,3,0,13593,1,0,18,1,1,2019,7,14,1000.0,1
271,53900,1915,1,0,1,0,1975,0,0,0,0,18,1,1,2019,7,14,1000.0,1
272,53900,1915,1,0,1,0,1975,0,0,0,0,18,1,1,2019,7,14,1000.0,1
273,3503,1915,1,1,1,0,2735,0,5399,1,0,18,1,1,2019,7,14,1000.0,1
274,234,1915,1,0,1,1,1906,0,350,0,0,18,1,1,2019,7,14,1000.0,1
275,53201,1915,1,1,1,1,2660,1,100,0,0,18,1,1,2019,7,14,1000.0,1
276,53201,1915,1,1,1,1,2660,1,100,0,0,18,1,1,2019,7,14,1000.0,1
277,7018,1915,1,1,1,1,1861,0,340,0,0,18,1,1,2019,7,14,1000.0,1
278,396,1915,1,0,1,1,1891,1,5605,1,0,18,1,1,2019,7,14,1000.0,1
279,95543,1915,1,0,1,0,2441,1,0,0,0,18,1,1,2019,7,14,1000.0,1
280,26034,1915,1,0,0,1,2939,1,0,1,0,18,1,1,2019,7,14,1000.0,1
281,361,1915,1,0,1,1,1906,0,478,0,0,18,1,1,2019,7,14,1000.0,1
282,694,1915,1,1,0,1,3,0,10607,1,0,18,1,1,2019,7,14,1000.0,1
283,8185,1915,1,1,2,1,2793,1,214,1,0,18,1,1,2019,7,14,1000.0,1
284,896,1915,1,1,2,1,1890,0,7173,1,0,18,1,1,2019,7,14,1000.0,1
285,69033,1915,1,0,1,0,2087,0,0,0,0,18,1,1,2019,7,14,1000.0,1
286,39066,1915,1,1,1,1,274,1,0,0,0,18,1,1,2019,7,14,1000.0,1
287,3495,1915,1,1,0,1,1890,0,5333,1,0,18,1,1,2019,7,14,1000.0,1
288,541,1915,1,0,1,1,1889,0,16263,1,0,18,1,1,2019,7,14,1000.0,1
289,26024,1915,1,0,1,1,2762,1,0,1,0,18,1,1,2019,7,14,1000.0,1
290,26024,1915,1,0,1,1,2762,1,0,1,0,18,1,1,2019,7,14,1000.0,1
291,170888,1915,1,0,2,0,260,0,0,0,0,18,1,1,2019,7,14,1000.0,1
292,108810,1915,1,0,1,1,231,1,0,0,0,18,1,1,2019,7,14,1000.0,1
293,108810,1915,1,0,1,1,231,1,0,0,0,18,1,1,2019,7,14,1000.0,1
294,1320,1915,1,1,1,1,1914,1,1832,0,0,18,1,1,2019,7,14,1000.0,1
